uniqueid,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,staxids
1303,Met74.2;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1304,Met74.2;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1305,Met74.2;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1306,Met76.1;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1307,Met76.1;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1308,Met76.1;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1309,Met76.2;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1310,Met76.2;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1311,Met76.2;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1312,Met77.1;size=3;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
1313,Met77.1;size=3;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
1314,Met77.1;size=3;,gi|157863080|gb|EF555594.1|,98.947,285,3,0,29,313,1,285,1.24E-140,510,460827
1315,Met77.2;size=3;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1316,Met77.2;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1317,Met77.2;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1318,Met77.3;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1319,Met77.3;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1320,Met77.3;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1321,Met79.1;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1322,Met79.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1323,Met79.1;size=1;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1324,Met80.1;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1325,Met80.1;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1326,Met80.1;size=1;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1327,Met80.2;size=1;,gi|1053126211|gb|KR666470.1|,92.283,311,24,0,3,313,348,658,4.60E-120,442,102899
1328,Met80.2;size=1;,gi|1053100539|gb|KR653634.1|,92.283,311,24,0,3,313,348,658,4.60E-120,442,102899
1329,Met80.2;size=1;,gi|1039334581|gb|KR521050.1|,92.283,311,24,0,3,313,348,658,4.60E-120,442,1886925
1330,Met81.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1331,Met81.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1332,Met81.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1333,Met96.1;size=1;,gi|1679378295|gb|MK277051.1|,97.764,313,7,0,1,313,346,658,1.58E-149,540,937275
1334,Met96.1;size=1;,gi|1679378293|gb|MK277050.1|,97.444,313,8,0,1,313,346,658,7.37E-148,534,46893
1335,Met96.1;size=1;,gi|188501957|gb|EU493644.1|,97.125,313,9,0,1,313,142,454,3.43E-146,529,46893
1336,Met96.2;size=1;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1337,Met96.2;size=1;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1338,Met96.2;size=1;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1339,Met96.3;size=1;,gi|1409970772|gb|MF928832.1|,83.667,300,49,0,14,313,108,407,2.95E-72,283,2249798
1340,Met96.3;size=1;,gi|1280082891|gb|MG132079.1|,82.857,315,50,4,1,313,306,618,3.81E-71,279,1955105
1341,Met96.3;size=1;,gi|1409970752|gb|MF928822.1|,82.667,300,52,0,14,313,54,353,2.29E-68,270,2249797
1342,Met97.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1343,Met97.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1344,Met97.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1345,Met98.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1346,Met98.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1347,Met98.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1348,Met99.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1349,Met99.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1350,Met99.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
